Sensor: 7, 96, 0.00,  0.00,  0.00, 273.15, 0.00,  0.00,  0.00, 273.15
Sensor: 7, 97, 0.00,  0.00,  0.00, 273.15, 0.00,  0.00,  0.00, 273.15
Sensor: 7, 99, 0.00,  0.00,  0.00, 273.15, 0.00,  0.00,  0.00, 273.15
Sensor: 7, 100, 0.00,  0.00,  0.00, 273.15, 0.00,  0.00,  0.00, 273.15
Sensor: 7, 101, 0.00,  0.00,  0.00, 273.15, 0.00,  0.00,  0.00, 273.15
Sensor: 7, 108, 0.00,  0.00,  0.00, 273.15, 0.00,  0.00,  0.00, 273.15
Sensor: 6, 96, 0.00,  0.00,  0.00, 273.15, 0.00,  0.00,  0.00, 273.15
Sensor: 6, 97, 0.00,  0.00,  0.00, 273.15, 0.00,  0.00,  0.00, 273.15
Sensor: 6, 99, 0.00,  0.00,  0.00, 273.15, 0.00,  0.00,  0.00, 273.15
Sensor: 6, 100, 0.00,  0.00,  0.00, 273.15, 0.00,  0.00,  0.00, 273.15
Sensor: 6, 108, 0.00,  0.00,  0.00, 273.15, 0.00,  0.00,  0.00, 273.15
Sensor: 5, 96, 0.00,  0.00,  0.00, 273.15, 0.00,  0.00,  0.00, 273.15
Sensor: 5, 97, 0.00,  0.00,  0.00, 273.15, 0.00,  0.00,  0.00, 273.15
Sensor: 5, 99, 0.00,  0.00,  0.00, 273.15, 0.00,  0.00,  0.00, 273.15
Sensor: 5, 100, 0.00,  0.00,  0.00, 273.15, 0.00,  0.00,  0.00, 273.15
Sensor: 5, 108, 0.00,  0.00,  0.00, 273.15, 0.00,  0.00,  0.00, 273.15
Sensor: 4, 96, 0.00,  0.00,  0.00, 273.15, 0.00,  0.00,  0.00, 273.15
Sensor: 4, 97, 0.00,  0.00,  0.00, 273.15, 0.00,  0.00,  0.00, 273.15
Sensor: 4, 99, 0.00,  0.00,  0.00, 273.15, 0.00,  0.00,  0.00, 273.15
Sensor: 4, 100, 0.00,  0.00,  0.00, 273.15, 0.00,  0.00,  0.00, 273.15
Sensor: 4, 108, 0.00,  0.00,  0.00, 273.15, 0.00,  0.00,  0.00, 273.15
Sensor: 3, 96, 0.00,  0.00,  0.00, 273.15, 0.00,  0.00,  0.00, 273.15
Sensor: 3, 97, 0.00,  0.00,  0.00, 273.15, 0.00,  0.00,  0.00, 273.15
Sensor: 3, 99, 0.00,  0.00,  0.00, 273.15, 0.00,  0.00,  0.00, 273.15
Sensor: 3, 0, 0.00,  0.00,  0.00, 273.15, 0.00,  0.00,  0.00, 273.15
Sensor: 3, 107, 0.00,  0.00,  0.00, 273.15, 0.00,  0.00,  0.00, 273.15
Sensor: 2, 96, 0.00,  0.00,  0.00, 273.15, 0.00,  0.00,  0.00, 273.15
Sensor: 2, 97, 0.00,  0.00,  0.00, 273.15, 0.00,  0.00,  0.00, 273.15
Sensor: 2, 99, 0.00,  0.00,  0.00, 273.15, 0.00,  0.00,  0.00, 273.15
Sensor: 2, 100, 0.00,  0.00,  0.00, 273.15, 0.00,  0.00,  0.00, 273.15
Sensor: 2, 108, 0.00,  0.00,  0.00, 273.15, 0.00,  0.00,  0.00, 273.15
Sensor: 1, 96, 0.00,  0.00,  0.00, 273.15, 0.00,  0.00,  0.00, 273.15
Sensor: 1, 97, 0.00,  0.00,  0.00, 273.15, 0.00,  0.00,  0.00, 273.15
Sensor: 1, 99, 0.00,  0.00,  0.00, 273.15, 0.00,  0.00,  0.00, 273.15
Sensor: 1, 100, 0.00,  0.00,  0.00, 273.15, 0.00,  0.00,  0.00, 273.15
Sensor: 1, 108, 0.00,  0.00,  0.00, 273.15, 0.00,  0.00,  0.00, 273.15
Sensor: 0, 96, 0.00,  0.00,  0.00, 273.15, 0.00,  0.00,  0.00, 273.15
Sensor: 0, 97, 0.00,  0.00,  0.00, 273.15, 0.00,  0.00,  0.00, 273.15
Sensor: 7, 96, 0.00,  0.00,  0.00, 273.15, 0.00,  0.00,  0.00, 273.15
Sensor: 7, 97, 0.00,  0.00,  0.00, 273.15, 0.00,  0.00,  0.00, 273.15
Sensor: 7, 99, 0.00,  0.00,  0.00, 273.15, 0.00,  0.00,  0.00, 273.15
Sensor: 7, 100, 0.00,  0.00,  0.00, 273.15, 0.00,  0.00,  0.00, 273.15
Sensor: 7, 101, 0.00,  0.00,  0.00, 273.15, 0.00,  0.00,  0.00, 273.15
Sensor: 7, 108, 0.00,  0.00,  0.00, 273.15, 0.00,  0.00,  0.00, 273.15
Sensor: 6, 96, 0.00,  0.00,  0.00, 273.15, 0.00,  0.00,  0.00, 273.15
Sensor: 6, 97, 0.00,  0.00,  0.00, 273.15, 0.00,  0.00,  0.00, 273.15
Sensor: 6, 99, 0.00,  0.00,  0.00, 273.15, 0.00,  0.00,  0.00, 273.15
Sensor: 6, 100, 0.00,  0.00,  0.00, 273.15, 0.00,  0.00,  0.00, 273.15
Sensor: 6, 108, 0.00,  0.00,  0.00, 273.15, 0.00,  0.00,  0.00, 273.15
Sensor: 5, 96, 0.00,  0.00,  0.00, 273.15, 0.00,  0.00,  0.00, 273.15
Sensor: 5, 97, 0.00,  0.00,  0.00, 273.15, 0.00,  0.00,  0.00, 273.15
Sensor: 5, 99, 0.00,  0.00,  0.00, 273.15, 0.00,  0.00,  0.00, 273.15
Sensor: 5, 100, 0.00,  0.00,  0.00, 273.15, 0.00,  0.00,  0.00, 273.15
Sensor: 5, 108, 0.00,  0.00,  0.00, 273.15, 0.00,  0.00,  0.00, 273.15
Sensor: 4, 96, 0.00,  0.00,  0.00, 273.15, 0.00,  0.00,  0.00, 273.15
Sensor: 4, 97, 0.00,  0.00,  0.00, 273.15, 0.00,  0.00,  0.00, 273.15
Sensor: 4, 99, 0.00,  0.00,  0.00, 273.15, 0.00,  0.00,  0.00, 273.15
Sensor: 4, 100, 0.00,  0.00,  0.00, 273.15, 0.00,  0.00,  0.00, 273.15
Sensor: 4, 108, 0.00,  0.00,  0.00, 273.15, 0.00,  0.00,  0.00, 273.15
Sensor: 3, 96, 0.00,  0.00,  0.00, 273.15, 0.00,  0.00,  0.00, 273.15
Sensor: 3, 97, 0.00,  0.00,  0.00, 273.15, 0.00,  0.00,  0.00, 273.15
Sensor: 3, 99, 0.00,  0.00,  0.00, 273.15, 0.00,  0.00,  0.00, 273.15
Sensor: 3, 0, 0.00,  0.00,  0.00, 273.15, 0.00,  0.00,  0.00, 273.15
Sensor: 3, 107, 0.00,  0.00,  0.00, 273.15, 0.00,  0.00,  0.00, 273.15
Sensor: 2, 96, 0.00,  0.00,  0.00, 273.15, 0.00,  0.00,  0.00, 273.15
Sensor: 2, 97, 0.00,  0.00,  0.00, 273.15, 0.00,  0.00,  0.00, 273.15
Sensor: 2, 99, 0.00,  0.00,  0.00, 273.15, 0.00,  0.00,  0.00, 273.15
Sensor: 2, 100, 0.00,  0.00,  0.00, 273.15, 0.00,  0.00,  0.00, 273.15
Sensor: 2, 108, 0.00,  0.00,  0.00, 273.15, 0.00,  0.00,  0.00, 273.15
Sensor: 1, 96, 0.00,  0.00,  0.00, 273.15, 0.00,  0.00,  0.00, 273.15
Sensor: 1, 97, 0.00,  0.00,  0.00, 273.15, 0.00,  0.00,  0.00, 273.15
Sensor: 1, 99, 0.00,  0.00,  0.00, 273.15, 0.00,  0.00,  0.00, 273.15
Sensor: 1, 100, 0.00,  0.00,  0.00, 273.15, 0.00,  0.00,  0.00, 273.15
Sensor: 1, 108, 0.00,  0.00,  0.00, 273.15, 0.00,  0.00,  0.00, 273.15
Sensor: 0, 96, 0.00,  0.00,  0.00, 273.15, 0.00,  0.00,  0.00, 273.15
Sensor: 0, 97, 0.00,  0.00,  0.00, 273.15, 0.00,  0.00,  0.00, 273.15
Sensor: 0, 99, 0.00,  0.00,  0.00, 273.15, 0.00,  0.00,  0.00, 273.15
Sensor: 0, 0, 0.00,  0.00,  0.00, 273.15, 0.00,  0.00,  0.00, 273.15
Sensor: 0, 101, 0.00,  0.00,  0.00, 273.15, 0.00,  0.00,  0.00, 273.15
Sensor: 0, 109, 0.00,  0.00,  0.00, 273.15, 0.00,  0.00,  0.00, 273.15
Sensor: 7, 96, 0.00,  0.00,  0.00, 273.15, 0.00,  0.00,  0.00, 273.15
Sensor: 7, 97, 0.00,  0.00,  0.00, 273.15, 0.00,  0.00,  0.00, 273.15
Sensor: 7, 99, 0.00,  0.00,  0.00, 273.15, 0.00,  0.00,  0.00, 273.15
Sensor: 7, 100, 0.00,  0.00,  0.00, 273.15, 0.00,  0.00,  0.00, 273.15
Sensor: 7, 101, 0.00,  0.00,  0.00, 273.15, 0.00,  0.00,  0.00, 273.15
Sensor: 7, 108, 0.00,  0.00,  0.00, 273.15, 0.00,  0.00,  0.00, 273.15
Sensor: 6, 96, 0.00,  0.00,  0.00, 273.15, 0.00,  0.00,  0.00, 273.15
Sensor: 6, 97, 0.00,  0.00,  0.00, 273.15, 0.00,  0.00,  0.00, 273.15
Sensor: 6, 99, 0.00,  0.00,  0.00, 273.15, 0.00,  0.00,  0.00, 273.15
Sensor: 6, 100, 0.00,  0.00,  0.00, 273.15, 0.00,  0.00,  0.00, 273.15
Sensor: 6, 108, 0.00,  0.00,  0.00, 273.15, 0.00,  0.00,  0.00, 273.15
Sensor: 5, 96, 0.00,  0.00,  0.00, 273.15, 0.00,  0.00,  0.00, 273.15
Sensor: 5, 97, 0.00,  0.00,  0.00, 273.15, 0.00,  0.00,  0.00, 273.15
Sensor: 5, 99, 0.00,  0.00,  0.00, 273.15, 0.00,  0.00,  0.00, 273.15
Sensor: 5, 100, 0.00,  0.00,  0.00, 273.15, 0.00,  0.00,  0.00, 273.15
Sensor: 5, 108, 0.00,  0.00,  0.00, 273.15, 0.00,  0.00,  0.00, 273.15
Sensor: 4, 96, 0.00,  0.00,  0.00, 273.15, 0.00,  0.00,  0.00, 273.15
Sensor: 4, 97, 0.00,  0.00,  0.00, 273.15, 0.00,  0.00,  0.00, 273.15
Sensor: 4, 99, 0.00,  0.00,  0.00, 273.15, 0.00,  0.00,  0.00, 273.15
Sensor: 4, 100, 0.00,  0.00,  0.00, 273.15, 0.00,  0.00,  0.00, 273.15
Sensor: 4, 108, 0.00,  0.00,  0.00, 273.15, 0.00,  0.00,  0.00, 273.15
Sensor: 3, 96, 0.00,  0.00,  0.00, 273.15, 0.00,  0.00,  0.00, 273.15
Sensor: 3, 97, 0.00,  0.00,  0.00, 273.15, 0.00,  0.00,  0.00, 273.15
Sensor: 3, 99, 0.00,  0.00,  0.00, 273.15, 0.00,  0.00,  0.00, 273.15
Sensor: 3, 0, 0.00,  0.00,  0.00, 273.15, 0.00,  0.00,  0.00, 273.15
Sensor: 3, 107, 0.00,  0.00,  0.00, 273.15, 0.00,  0.00,  0.00, 273.15
Sensor: 2, 96, 0.00,  0.00,  0.00, 273.15, 0.00,  0.00,  0.00, 273.15
Sensor: 2, 97, 0.00,  0.00,  0.00, 273.15, 0.00,  0.00,  0.00, 273.15
Sensor: 2, 99, 0.00,  0.00,  0.00, 273.15, 0.00,  0.00,  0.00, 273.15
Sensor: 2, 100, 0.00,  0.00,  0.00, 273.15, 0.00,  0.00,  0.00, 273.15
Sensor: 2, 108, 0.00,  0.00,  0.00, 273.15, 0.00,  0.00,  0.00, 273.15
Sensor: 1, 96, 0.00,  0.00,  0.00, 273.15, 0.00,  0.00,  0.00, 273.15
Sensor: 1, 97, 0.00,  0.00,  0.00, 273.15, 0.00,  0.00,  0.00, 273.15
